CH477186.1 supercont1.1
CH902529.1 supercont1.4729
CH902530.1 supercont1.4730
CH902531.1 supercont1.4731
CH902532.1 supercont1.4732
CH902533.1 supercont1.4733
CH902534.1 supercont1.4734
CH902535.1 supercont1.4735
CH902536.1 supercont1.4736
CH902537.1 supercont1.4737
CH902538.1 supercont1.4738
CH902539.1 supercont1.4739
CH902540.1 supercont1.4740
CH902541.1 supercont1.4741
CH902542.1 supercont1.4742
CH902543.1 supercont1.4743
CH902544.1 supercont1.4744
CH902545.1 supercont1.4745
CH902546.1 supercont1.4746
CH902547.1 supercont1.4747
CH902548.1 supercont1.4748
CH902549.1 supercont1.4749
CH902550.1 supercont1.4750
CH902551.1 supercont1.4751
CH902552.1 supercont1.4752
CH902553.1 supercont1.4753
CH902554.1 supercont1.4754
CH902555.1 supercont1.4755
CH902556.1 supercont1.4756
CH902557.1 supercont1.4757
CH902558.1 supercont1.4758
